================================================================================
Cleanup-Log
================================================================================
Skript                    : cleanup.ps1
Autor                     : Stefan Homberg
Startzeit                 : 2026-06-14 08:32:15
Benutzer                  : ZEROBIT-BLADE\zerob
Computer                  : ZEROBIT-BLADE
PowerShell-Version        : 5.1.26100.8655
PowerShell-Edition        : Desktop
Interaktiver Lauf         : Ja
Automatisierung           : Nicht vorgesehen / wird bewusst blockiert
DryRun                    : True
WhatIfPreference          : False
MinimumAgeInYears         : 5
FileCutoffDate Eingabe    : 2025081512:35
Datei-Schwellen-Datum     : 08/15/2025 12:35:00
Datei-Schwellen-Quelle    : Benutzereingabe: 2025081512:35
Leere Verzeichnisse       : Unabhaengig vom Alter
LogPath                   : C:\Users\zerob\Documents\ibb\powershell\cleanup\20260614\to_delete_20260614_083144.log
Kandidatendatei-Ordner    : C:\Users\zerob\Documents\ibb\powershell\cleanup\20260614
ACHTUNG                   : Bei echtem Lauf werden protokollierte Eintraege endgueltig geloescht.
================================================================================

[2026-06-14 08:32:15.211] INFO	Aufgeloeste Eingabepfade:
[2026-06-14 08:32:15.290] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\notetransver.txt	LastWriteTime=2025-03-23 09:54:12
[2026-06-14 08:32:15.291] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\Termin.ics	LastWriteTime=2025-03-05 12:32:20
[2026-06-14 08:32:15.292] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\test.html	LastWriteTime=2025-03-07 12:18:29
[2026-06-14 08:32:15.293] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\test.pdf	LastWriteTime=2024-09-16 11:48:22
[2026-06-14 08:32:15.294] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\teste_ausgabe.pdf	LastWriteTime=2024-09-22 16:47:55
[2026-06-14 08:32:15.295] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\test_ausgabe.js	LastWriteTime=2024-09-22 16:49:24
[2026-06-14 08:32:15.295] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\test_html.html	LastWriteTime=2025-03-01 18:52:47
[2026-06-14 08:32:15.296] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\tmp.7z	LastWriteTime=2025-03-07 10:59:43
[2026-06-14 08:32:15.297] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\wbs_antrag_homberg_elisabeth_lonabrechnung.jpg	LastWriteTime=2024-09-26 09:37:18
[2026-06-14 08:32:15.298] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\webmasters_4pdf.pdf	LastWriteTime=2024-09-22 16:52:02
[2026-06-14 08:32:15.299] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\webmasters_to_big_code.jpg	LastWriteTime=2024-09-23 12:45:36
[2026-06-14 08:32:15.300] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\kubernetes\PassCodes 7070.png	LastWriteTime=2025-03-06 15:47:59
[2026-06-14 08:32:15.300] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\kubernetes\Setup.exe	LastWriteTime=2025-03-06 11:27:47
[2026-06-14 08:32:15.302] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\kubernetes\x86\api-ms-win-core-processthreads-l1-1-1.dll	LastWriteTime=2023-07-25 16:31:02
[2026-06-14 08:32:15.303] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\kubernetes\x86\api-ms-win-core-profile-l1-1-0.dll	LastWriteTime=2023-07-25 16:31:02
[2026-06-14 08:32:15.303] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\kubernetes\x86\api-ms-win-core-rtlsupport-l1-1-0.dll	LastWriteTime=2023-07-25 16:31:02
[2026-06-14 08:32:15.304] FOUND_FILE	Pfad=C:\Users\zerob\Documents\tmp\kubernetes\x86\api-ms-win-core-string-l1-1-0.dll	LastWriteTime=2023-07-25 16:31:02
